task,run,model,rmse,time,soft_wall_index,metadata
chaotic,6,Huber Regression,0.8847752898317439,0.002223491668701172,0.0,"{'outliers': array([ True, False, False,  True,  True,  True,  True, False, False,        False,  True, False,  True, False,  True,  True,  True, False,        False, False, False, False, False, False, False, False, False,        False, False, False, False, False, False, False, False, False,        False, False,  True,  True])}"
chaotic,6,Gaussian Process,0.8125136743920036,1.0370948314666748,0.8057770066005565,"{'uncertainty': array([0.74568437, 0.8124281 , 0.8124289 , 0.81246106, 0.81246121,        0.81246129, 0.81246129, 0.81246129, 0.81246129, 0.81246129])}"
chaotic,6,Epistemic Director,0.8302413867584671,1.4393672943115234,0.0,"{'formula': 'tanh((cos(sin(cos(hypot(4.78, hypot(tanh((x + x)), x))))) + -0.74))'}"
chaotic,7,Standard GP,0.10659786745808639,0.1289358139038086,0.0,{'formula': 'sin((x * x))'}
chaotic,7,Huber Regression,0.6009983167731818,0.0021469593048095703,0.0,"{'outliers': array([False, False,  True,  True,  True, False, False, False, False,         True, False, False, False, False,  True,  True,  True, False,        False, False, False, False, False, False, False, False,  True,        False, False, False, False,  True,  True,  True, False,  True,        False, False, False, False])}"
chaotic,7,Gaussian Process,0.5891905921716375,1.143251895904541,0.5884509358487767,"{'uncertainty': array([0.1402104 , 0.15359244, 0.33423356, 0.42047224, 0.62307831,        0.70363571, 0.83980238, 0.85753659, 0.90331475, 0.90863297])}"
chaotic,7,Epistemic Director,0.7253431837119683,11.692687273025513,0.0,{'formula': '(cos(sin(-4.71)) * sin(((cos(x) - cos((-4.89 * (cos(x) - (-8.56 + 6.91))))) + (cos(-6.69) * x))))'}
chaotic,8,Standard GP,0.14953719891597736,0.11756205558776855,0.0,{'formula': 'sin((x * x))'}
chaotic,8,Huber Regression,0.9237996947394516,0.0019807815551757812,0.0,"{'outliers': array([False, False, False,  True,  True, False, False,  True,  True,         True, False, False, False,  True, False, False, False, False,        False, False, False, False, False, False, False, False, False,        False, False, False, False, False,  True,  True,  True, False,         True, False, False, False])}"
chaotic,8,Gaussian Process,0.9167866384936563,0.8442368507385254,0.6960127375440198,"{'uncertainty': array([0.27925614, 0.62793648, 0.69641705, 0.70810107, 0.75195056,        0.75954537, 0.76931077, 0.78184387, 0.79285581, 0.79291025])}"
chaotic,8,Epistemic Director,0.1900971880958354,1.47255539894104,0.0,{'formula': 'sin(sin((x * x)))'}
chaotic,9,Standard GP,0.3928754503759987,0.09965252876281738,0.0,"{'formula': 'cos(hypot((-4.91 * tanh(-3.51)), (hypot(x, 3.31) * x)))'}"
chaotic,9,Huber Regression,0.7956695485625385,0.002290487289428711,0.0,"{'outliers': array([False,  True,  True, False,  True, False, False,  True, False,         True,  True, False,  True,  True,  True, False, False, False,        False, False,  True, False, False, False, False, False, False,        False, False, False, False, False, False, False, False, False,        False,  True,  True,  True])}"
chaotic,9,Gaussian Process,0.725062981193268,1.2342214584350586,0.7087224326975727,"{'uncertainty': array([0.34394024, 0.57418228, 0.77076357, 0.77119118, 0.77119118,        0.77119118, 0.77119118, 0.77119118, 0.77119118, 0.77119118])}"
chaotic,9,Epistemic Director,0.7017681947565716,1.7237529754638672,0.0,"{'formula': 'tanh(sin(sin((hypot(hypot((x - 2.72), cos(x)), x) + tanh(x)))))'}"
adversarial,0,Standard GP,1.1716780132225413,0.1306147575378418,0.0,"{'formula': '(0.56 * cos((cos((abs(sin((x + (7.24 - sin(-6.59))))) - hypot(x, x))) - abs((-0.25 + x)))))'}"
adversarial,0,Huber Regression,0.7054701714919578,0.002327442169189453,0.0,"{'outliers': array([False, False, False, False,  True, False, False,  True, False,         True, False, False, False, False,  True,  True, False, False,        False,  True, False, False,  True,  True, False,  True, False,        False, False, False, False,  True, False,  True,  True, False,        False, False, False,  True])}"
adversarial,0,Gaussian Process,0.8290552303453305,0.8902654647827148,0.9905145078901555,"{'uncertainty': array([0.98375508, 0.9888407 , 0.99022816, 0.9911133 , 0.99168706,        0.99188167, 0.99190857, 0.99190891, 0.99191068, 0.99191095])}"
adversarial,0,Epistemic Director,0.8077771270712176,2.659141778945923,0.0,"{'formula': 'sin(((hypot(10.40, (x - sin(hypot((x + x), x)))) + 0.82) + cos(cos(x))))'}"
adversarial,1,Standard GP,0.945305761218368,0.13120555877685547,0.0,"{'formula': '(sin(cos(x)) * sin(tanh(sin((hypot((x * -0.52), (x * x)) * x)))))'}"
adversarial,1,Huber Regression,0.9660408429293675,0.0018055438995361328,0.0,"{'outliers': array([False,  True,  True, False,  True,  True, False, False, False,         True, False, False, False, False,  True, False, False,  True,        False, False,  True, False, False, False, False, False, False,        False, False, False,  True, False, False, False, False, False,        False, False,  True, False])}"
adversarial,1,Gaussian Process,0.9305654656776289,0.827749490737915,1.0274364574677937,"{'uncertainty': array([1.02743646, 1.02743646, 1.02743646, 1.02743646, 1.02743646,        1.02743646, 1.02743646, 1.02743646, 1.02743646, 1.02743646])}"
adversarial,1,Epistemic Director,0.9305654656776289,1.4032812118530273,0.0,"{'formula': '(tanh(-0.01) * tanh(sin(hypot(x, x))))'}"
adversarial,2,Standard GP,0.9744036017270412,0.09183669090270996,0.0,"{'formula': 'sin(hypot((((cos((7.53 * x)) + hypot((3.27 + x), 7.18)) - ((abs(-3.43) + (x - x)) * ((x * x) * (x - x)))) - sin(-2.88)), (x + x)))'}"
adversarial,2,Huber Regression,1.246777174539505,0.0021409988403320312,0.0,"{'outliers': array([False,  True, False, False, False,  True, False,  True, False,        False, False,  True,  True,  True,  True,  True, False, False,        False, False,  True, False, False, False,  True, False, False,        False, False,  True, False, False,  True, False, False,  True,         True, False, False,  True])}"
adversarial,2,Gaussian Process,0.9790401234733371,0.7232010364532471,1.097289442875735,"{'uncertainty': array([1.02782988, 1.04406485, 1.0560285 , 1.05626353, 1.05748577,        1.12498459, 1.13860489, 1.14995616, 1.15200074, 1.16567553])}"
adversarial,2,Epistemic Director,0.8505597164733802,2.674722194671631,0.0,"{'formula': 'sin((hypot(tanh(sin(x)), x) + sin(x)))'}"
adversarial,3,Standard GP,0.8670199349429174,0.11840415000915527,0.0,{'formula': 'tanh((tanh((sin((x * (abs(x) * ((x * 3.21) + tanh(x))))) + x)) - cos((x * 8.46))))'}
adversarial,3,Huber Regression,1.1607473743888088,0.0024755001068115234,0.0,"{'outliers': array([False, False,  True,  True, False, False, False, False,  True,        False,  True,  True, False,  True, False,  True, False, False,         True,  True, False, False, False,  True, False,  True, False,        False, False, False,  True, False,  True, False,  True,  True,         True, False,  True, False])}"
adversarial,3,Gaussian Process,1.0478796773732069,0.930901050567627,0.9490323167544487,"{'uncertainty': array([0.94903232, 0.94903232, 0.94903232, 0.94903232, 0.94903232,        0.94903232, 0.94903232, 0.94903232, 0.94903232, 0.94903232])}"
adversarial,3,Epistemic Director,1.0478796773732069,2.490955114364624,0.0,"{'formula': '((tanh(sin((hypot(x, x) + abs(-5.58)))) + x) * cos(1.34))'}"
adversarial,4,Standard GP,0.9771292956773744,0.10971307754516602,0.0,{'formula': 'sin((cos(abs(abs(1.42))) * x))'}
adversarial,4,Huber Regression,0.9796143477303549,0.002445220947265625,0.0,"{'outliers': array([ True, False, False, False,  True, False, False, False, False,        False,  True, False, False,  True, False,  True,  True,  True,         True, False, False, False,  True,  True, False,  True,  True,         True, False, False, False, False, False, False, False, False,        False, False, False,  True])}"
adversarial,4,Gaussian Process,0.7976827659808505,0.8607087135314941,1.1333056839319526,"{'uncertainty': array([1.12561878, 1.12679926, 1.13085133, 1.13115606, 1.13388306,        1.13421296, 1.13579704, 1.13741595, 1.13833332, 1.13898908])}"
adversarial,4,Epistemic Director,0.795802470562133,16.531360387802124,0.0,{'formula': '(cos(((sin(10.00) * (x + x)) - x)) * (-0.01 * x))'}
adversarial,5,Standard GP,0.6422896010330954,0.12865710258483887,0.0,{'formula': 'tanh(tanh((x + (x * cos((((x - x) + x) - -6.11))))))'}
adversarial,5,Huber Regression,0.9632551430045023,0.0021181106567382812,0.0,"{'outliers': array([ True, False,  True, False, False, False, False, False,  True,         True, False, False, False, False, False, False,  True,  True,        False, False, False, False,  True, False,  True,  True, False,         True, False, False, False, False, False,  True,  True,  True,         True, False, False,  True])}"
adversarial,5,Gaussian Process,0.593337784362109,0.7772176265716553,1.2599550071712442,"{'uncertainty': array([1.22896818, 1.23826811, 1.25021686, 1.25626458, 1.26387481,        1.26797655, 1.26956077, 1.27228061, 1.27545573, 1.27668386])}"
adversarial,5,Epistemic Director,1.8100551004306165,17.594685792922974,0.0,{'formula': '(0.28 * ((cos((2.91 * x)) * (x + 3.16)) + x))'}
adversarial,6,Standard GP,0.8356154025508612,0.1113288402557373,0.0,{'formula': 'cos(((x - abs(-8.99)) * ((cos(((x + x) * (x - x))) - x) * x)))'}
adversarial,6,Huber Regression,0.6534596868199678,0.001967906951904297,0.0,"{'outliers': array([False, False, False, False, False, False, False, False, False,         True,  True,  True, False,  True,  True,  True,  True,  True,        False,  True,  True, False, False, False, False, False, False,        False, False, False, False, False, False,  True, False, False,        False, False, False, False])}"
adversarial,6,Gaussian Process,0.6566261812786301,0.4977121353149414,0.9977550056354574,"{'uncertainty': array([0.99775501, 0.99775501, 0.99775501, 0.99775501, 0.99775501,        0.99775501, 0.99775501, 0.99775501, 0.99775501, 0.99775501])}"
adversarial,6,Epistemic Director,0.6566261812786301,2.1751158237457275,0.0,"{'formula': '((x * (abs(-0.09) - abs(-0.00))) * sin(hypot(hypot(x, x), (8.45 - x))))'}"
adversarial,7,Standard GP,1.0060796615860683,0.07602262496948242,0.0,{'formula': 'cos(((6.69 + (7.77 - x)) * -8.00))'}
adversarial,7,Huber Regression,1.1046924467490846,0.0021038055419921875,0.0,"{'outliers': array([False, False,  True,  True, False, False, False,  True,  True,        False, False,  True, False, False, False, False, False, False,        False, False, False,  True,  True,  True, False, False, False,         True, False, False,  True, False, False,  True,  True,  True,         True,  True,  True,  True])}"
adversarial,7,Gaussian Process,1.0736311874551046,0.476398229598999,0.9339659041138798,"{'uncertainty': array([0.9339119 , 0.93391386, 0.93392966, 0.93393608, 0.93395255,        0.93396077, 0.93398251, 0.93398753, 0.93401879, 0.9340654 ])}"
adversarial,7,Epistemic Director,1.161810198114111,11.597127914428711,0.0,{'formula': '((((((x + x) + (x * x)) - ((5.08 + 5.39) - x)) + cos((cos(sin(x)) - 38.96))) * sin(3.13)) * sin(x))'}
adversarial,8,Standard GP,1.458346660905547,0.12173128128051758,0.0,{'formula': 'cos((((tanh(x) - (x - x)) + 1.64) * abs(x)))'}
adversarial,8,Huber Regression,1.9088945880790655,0.0022881031036376953,0.0,"{'outliers': array([ True,  True,  True, False, False, False,  True,  True, False,        False,  True,  True, False, False,  True, False, False, False,        False, False, False,  True, False,  True, False, False,  True,        False, False, False, False, False,  True,  True,  True, False,        False,  True, False,  True])}"
adversarial,8,Gaussian Process,1.3108781501546984,0.35674333572387695,1.0704525170010109,"{'uncertainty': array([1.06656496, 1.06867033, 1.06935528, 1.06950348, 1.07024537,        1.07042999, 1.07072128, 1.07128164, 1.07348354, 1.07426931])}"
adversarial,8,Epistemic Director,1.3423723684074766,2.0936598777770996,0.0,"{'formula': '(0.37 * ((cos((hypot(x, x) + hypot(-6.47, x))) * cos(x)) + x))'}"
adversarial,9,Standard GP,0.861999978166778,0.11936712265014648,0.0,"{'formula': 'tanh(tanh(((cos(((hypot(x, -8.52) * (x * x)) + ((tanh(x) + x) * (x * x)))) + (x * x)) * x)))'}"
adversarial,9,Huber Regression,0.8589310058777205,0.002225160598754883,0.0,"{'outliers': array([False, False, False,  True, False, False, False, False,  True,        False, False,  True, False,  True, False,  True, False, False,         True, False, False, False,  True, False, False,  True, False,        False,  True, False,  True,  True, False,  True, False,  True,         True, False, False, False])}"
adversarial,9,Gaussian Process,0.8677232729683413,0.598067045211792,1.1517073293837337,"{'uncertainty': array([1.13784029, 1.13927005, 1.14467378, 1.15143494, 1.15210077,        1.15434569, 1.15512307, 1.15614981, 1.16160372, 1.16453116])}"
adversarial,9,Epistemic Director,0.951380860651604,16.002902507781982,0.0,{'formula': '(0.00 * ((sin(sin(sin((((14.97 * cos(-8.83)) * (11.79 + x)) * x)))) + sin(x)) + (x + cos((-19.51 * x)))))'}
discontinuous,0,Standard GP,0.07088095407767567,0.14493680000305176,0.0,"{'formula': 'tanh((x * (x + (hypot(-8.32, hypot(-9.35, hypot((sin(x) - (8.06 - x)), cos(x)))) * 2.02))))'}"
discontinuous,0,Huber Regression,0.7331825491757702,0.0025551319122314453,0.0,"{'outliers': array([ True, False, False, False, False, False, False, False, False,        False, False, False, False, False, False, False, False, False,        False, False,  True,  True,  True,  True,  True,  True,  True,         True,  True,  True,  True,  True, False,  True, False, False,        False, False, False, False])}"
discontinuous,0,Gaussian Process,0.973878985488638,0.6757895946502686,0.827476109755939,"{'uncertainty': array([0.45085847, 0.85870713, 0.87003033, 0.87072437, 0.87074012,        0.87074014, 0.87074014, 0.87074014, 0.87074014, 0.87074014])}"
discontinuous,0,Epistemic Director,1.012577698775956,0.57303786277771,0.0,"{'formula': 'tanh((x + ((abs(x) - (x * -51.22)) + abs(hypot((abs((x * x)) - (x - x)), tanh((x + 5.58)))))))'}"
discontinuous,1,Standard GP,0.06407722602333049,0.14137768745422363,0.0,"{'formula': 'tanh((x * abs((hypot(hypot(sin((cos(tanh(3.68)) * x)), (tanh(abs(x)) * cos(sin(x)))), (hypot(abs(x), hypot(cos((hypot(x, x) + x)), 5.33)) * cos((hypot(abs(4.26), ((x - x) - (3.84 * x))) + 8.72)))) * (cos(x) + (x + 4.30))))))'}"
discontinuous,1,Huber Regression,0.4011662098859909,0.0028924942016601562,0.0,"{'outliers': array([False,  True, False, False, False, False, False, False, False,        False, False, False, False, False, False, False, False,  True,         True,  True,  True,  True,  True,  True,  True,  True,  True,         True,  True,  True, False, False, False, False, False, False,        False, False, False, False])}"
discontinuous,1,Gaussian Process,0.5680656471069672,1.0166070461273193,0.5543689456489712,"{'uncertainty': array([0.18725912, 0.34057404, 0.34302257, 0.42648538, 0.43742435,        0.70635796, 0.71287669, 0.77504412, 0.79291775, 0.82172746])}"
discontinuous,1,Epistemic Director,1.021030372867503,0.5135135650634766,0.0,"{'formula': 'tanh((0.00 * (x * hypot(x, x))))'}"
discontinuous,2,Standard GP,0.10578532094688128,0.12302112579345703,0.0,"{'formula': 'tanh(((((hypot(cos(x), (x - -5.67)) + ((-3.18 * x) + x)) * (x - (tanh(-1.29) * x))) + hypot((-0.96 * cos(x)), x)) + x))'}"
discontinuous,2,Huber Regression,0.6407701488702991,0.0028603076934814453,0.0,"{'outliers': array([ True, False, False, False, False, False, False, False, False,        False, False, False, False, False,  True,  True,  True,  True,         True,  True,  True,  True,  True,  True,  True,  True,  True,         True,  True, False, False, False, False, False, False, False,        False, False,  True, False])}"
discontinuous,2,Gaussian Process,0.6816005104288736,1.1808390617370605,0.6518271197223099,"{'uncertainty': array([0.32753446, 0.45704102, 0.54191462, 0.54347202, 0.55149949,        0.80558199, 0.81855187, 0.82348003, 0.82395802, 0.82523769])}"
discontinuous,2,Epistemic Director,0.9421734138275314,0.5609359741210938,0.0,"{'formula': 'tanh(((hypot(((x * -168.06) * cos(x)), (-8.01 * (x - cos(tanh(x))))) * x) + 2.67))'}"
discontinuous,3,Standard GP,0.08964085181870546,0.15030980110168457,0.0,"{'formula': 'tanh(((x - (tanh(hypot(tanh(hypot(x, (x * (x + -4.15)))), tanh(-3.81))) * ((2.16 * -5.25) * hypot(2.40, sin(cos(x)))))) * x))'}"
discontinuous,3,Huber Regression,0.5483088250357425,0.002691030502319336,0.0,"{'outliers': array([False, False, False, False, False, False, False, False, False,        False, False, False, False, False, False, False, False, False,        False,  True,  True,  True,  True,  True,  True,  True,  True,         True,  True,  True,  True,  True,  True, False, False, False,        False, False, False, False])}"
discontinuous,3,Gaussian Process,1.0149415561657273,1.082510232925415,0.9096605093462076,"{'uncertainty': array([0.90954679, 0.90965286, 0.90967479, 0.90967581, 0.90967581,        0.90967581, 0.90967581, 0.90967581, 0.90967581, 0.90967581])}"
discontinuous,3,Epistemic Director,1.0190733471943907,0.6177732944488525,0.0,"{'formula': 'tanh((((hypot(hypot(-0.00, x), x) * ((x - x) + (x + 32.05))) * (tanh(tanh(x)) + (hypot(x, x) + (x * x)))) * x))'}"
discontinuous,4,Standard GP,0.09049279413214305,0.14680194854736328,0.0,"{'formula': 'tanh((hypot((x + cos(x)), (abs(abs(-7.72)) + ((x + x) * x))) * ((hypot(tanh(-7.96), hypot((((5.60 + hypot(x, -6.62)) - cos(sin(x))) + ((-7.50 * -4.47) + x)), x)) + 9.51) * x)))'}"
discontinuous,4,Huber Regression,0.40927832592554414,0.0029020309448242188,0.0,"{'outliers': array([False, False, False, False, False, False, False, False, False,        False, False, False, False, False, False, False, False, False,        False, False, False, False, False,  True,  True,  True,  True,         True,  True,  True,  True,  True,  True,  True, False,  True,        False, False, False, False])}"
discontinuous,4,Gaussian Process,0.4798529122606033,1.2652084827423096,0.6485604444878239,"{'uncertainty': array([0.37715244, 0.40574491, 0.55085424, 0.56338577, 0.67540555,        0.6884619 , 0.74801727, 0.80191706, 0.82868228, 0.84598304])}"
discontinuous,4,Epistemic Director,0.9649841251893043,0.7125322818756104,0.0,{'formula': 'tanh((x * 0.00))'}
discontinuous,5,Standard GP,0.0699894501485549,0.1832141876220703,0.0,"{'formula': 'tanh((x * hypot(sin(x), ((x - cos(((x * x) - (x + x)))) * ((x - (hypot(x, -6.32) - hypot(x, -9.03))) * -8.41)))))'}"
discontinuous,5,Huber Regression,0.8192486803579523,0.0025959014892578125,0.0,"{'outliers': array([ True,  True,  True, False, False, False, False, False, False,        False, False, False, False, False, False, False,  True, False,        False, False,  True,  True,  True,  True,  True,  True,  True,         True,  True,  True,  True,  True, False, False, False, False,        False, False, False, False])}"
discontinuous,5,Gaussian Process,0.9798444131147018,0.8110899925231934,0.8374364961175937,"{'uncertainty': array([0.16310685, 0.79295578, 0.9269017 , 0.92733793, 0.92734378,        0.92734378, 0.92734378, 0.92734378, 0.92734378, 0.92734378])}"
discontinuous,5,Epistemic Director,1.0500827619341973,0.9131324291229248,0.0,"{'formula': '(tanh(((x * 5240.22) + (x * hypot(x, (x - x))))) + tanh(0.00))'}"
discontinuous,6,Standard GP,0.06405650948944389,0.16651439666748047,0.0,"{'formula': 'tanh((x * hypot((hypot(sin((x - x)), ((-1.55 - (x - x)) * tanh(cos(x)))) + ((((hypot(x, cos(-4.89)) - (x + (x + x))) * (((2.08 * x) + tanh(-2.07)) - cos(x))) + (x + 7.41)) + hypot(((5.50 + -8.26) * cos(x)), x))), sin((x + x)))))'}"
discontinuous,6,Huber Regression,0.4578129383228424,0.0028076171875,0.0,"{'outliers': array([False, False, False, False, False, False, False, False, False,        False, False, False, False, False, False, False, False,  True,         True, False, False,  True,  True,  True,  True,  True,  True,         True,  True,  True,  True, False,  True,  True, False, False,        False, False, False, False])}"
discontinuous,6,Gaussian Process,0.7937867154535418,1.3197219371795654,0.6730438725015876,"{'uncertainty': array([0.29874516, 0.54592094, 0.54644911, 0.63428438, 0.64907745,        0.80363197, 0.81160812, 0.81319852, 0.81356821, 0.81395486])}"
discontinuous,6,Epistemic Director,0.9842013459716242,0.6181507110595703,0.0,"{'formula': 'tanh((x + ((((hypot((x - 8.48), x) + (-4.26 * (-8.07 + 7.32))) + (((x - x) * tanh(x)) + x)) * ((x * cos(hypot(tanh(-10.04), abs(x)))) + (x + x))) + (x + (hypot((x - (-0.95 * x)), ((x * x) * x)) + (((x - x) + x) + (x * x)))))))'}"
discontinuous,7,Standard GP,0.10659786745808639,0.20946431159973145,0.0,"{'formula': 'tanh((hypot((x * hypot(tanh(hypot(x, x)), x)), ((x - x) - (9.91 + hypot(((9.01 * 2.75) * hypot(-6.48, 0.21)), cos(tanh(x)))))) * x))'}"
discontinuous,7,Huber Regression,0.5332243222228029,0.002583026885986328,0.0,"{'outliers': array([ True,  True, False, False, False, False, False, False, False,        False, False, False, False, False, False, False,  True,  True,         True,  True,  True,  True,  True,  True,  True,  True,  True,        False, False, False, False, False, False, False, False, False,        False, False, False, False])}"
discontinuous,7,Gaussian Process,0.5434638673101903,0.9555728435516357,0.42909998572737695,"{'uncertainty': array([0.20025641, 0.20426152, 0.25261241, 0.28006158, 0.36479309,        0.41130131, 0.53348572, 0.55978917, 0.69337396, 0.79106469])}"
discontinuous,7,Epistemic Director,0.9945075527407299,0.9213030338287354,0.0,{'formula': 'tanh((abs(x) + (x * 300.76)))'}
discontinuous,8,Standard GP,0.14953719891597733,0.20199012756347656,0.0,"{'formula': 'tanh((((x + x) - hypot(x, x)) * hypot((-9.14 + hypot((x + x), hypot(tanh(-3.71), x))), (((6.07 * (tanh(((x + 1.49) - (x + x))) - -8.38)) - abs((x + x))) - hypot(hypot((((hypot((x * x), x) - (hypot(-9.84, (0.18 - 6.94)) - (x + x))) * (x - x)) * ((sin((x * tanh(x))) - 6.37) - x)), 0.18), hypot((hypot(x, tanh(-0.87)) * x), x))))))'}"
discontinuous,8,Huber Regression,0.8376525616906146,0.0021865367889404297,0.0,"{'outliers': array([ True,  True, False, False, False, False, False, False, False,        False, False, False, False, False, False, False,  True,  True,         True,  True,  True,  True,  True,  True,  True,  True, False,        False, False, False, False, False, False, False, False, False,        False, False, False,  True])}"
discontinuous,8,Gaussian Process,0.47118399910224124,1.0181105136871338,0.5210909972981586,"{'uncertainty': array([0.41042478, 0.45330118, 0.47099281, 0.47508372, 0.49708845,        0.50298858, 0.51267714, 0.53276368, 0.64245684, 0.71313277])}"
discontinuous,8,Epistemic Director,0.9297955066921484,0.6707208156585693,0.0,{'formula': 'tanh((x * 525.38))'}
discontinuous,9,Standard GP,0.07696012039530543,0.1884782314300537,0.0,"{'formula': 'tanh((hypot((abs(abs(x)) - x), x) * (tanh(x) + (((x - 3.79) - (x * -9.06)) - tanh((x - -2.79))))))'}"
discontinuous,9,Huber Regression,0.4789862973057038,0.0026831626892089844,0.0,"{'outliers': array([ True,  True,  True,  True, False, False, False, False, False,        False, False, False, False, False, False, False, False, False,         True, False, False,  True,  True,  True,  True,  True,  True,         True, False,  True,  True,  True, False, False, False, False,        False, False, False, False])}"
discontinuous,9,Gaussian Process,0.7463160135037868,0.7355372905731201,0.6581594413280005,"{'uncertainty': array([0.20498817, 0.26361964, 0.52511228, 0.74846817, 0.76144557,        0.79499557, 0.80338374, 0.81232699, 0.83269975, 0.83455453])}"
discontinuous,9,Epistemic Director,1.0135223544752074,0.5637359619140625,0.0,"{'formula': 'tanh(((cos((2.86 * cos((hypot(x, -4.76) - sin(6.71))))) + ((-9.34 * x) + (x + x))) * -0.00))'}"
